# 图片序号，正确类别，错误类别
0,0,148
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,13
12,0,0
13,0,185
14,0,38
15,0,0
16,0,174
17,0,152
18,0,2
19,0,0
20,0,160
21,0,0
22,0,0
23,0,0
24,0,186
25,0,0
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,0,69
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,45
40,0,0
41,0,0
42,0,193
43,0,0
44,0,36
45,0,0
46,0,0
47,0,0
48,0,0
49,0,115
50,1,39
51,1,9
52,1,188
53,1,196
54,1,1
55,1,114
56,1,2
57,1,3
58,1,1
59,1,9
60,1,36
61,1,20
62,1,1
63,1,1
64,1,96
65,1,10
66,1,1
67,1,1
68,1,1
69,1,73
70,1,37
71,1,3
72,1,1
73,1,1
74,1,34
75,1,1
76,1,1
77,1,1
78,1,51
79,1,152
80,1,1
81,1,1
82,1,5
83,1,1
84,1,1
85,1,1
86,1,20
87,1,1
88,1,91
89,1,8
90,1,1
91,1,1
92,1,1
93,1,1
94,1,19
95,1,1
96,1,1
97,1,19
98,1,1
99,1,1
100,2,5
101,2,56
102,2,2
103,2,39
104,2,2
105,2,51
106,2,2
107,2,18
108,2,7
109,2,30
110,2,2
111,2,2
112,2,12
113,2,2
114,2,6
115,2,119
116,2,2
117,2,2
118,2,2
119,2,199
120,2,39
121,2,7
122,2,196
123,2,6
124,2,44
125,2,39
126,2,44
127,2,2
128,2,2
129,2,3
130,2,129
131,2,2
132,2,19
133,2,15
134,2,16
135,2,178
136,2,2
137,2,56
138,2,14
139,2,119
140,2,2
141,2,188
142,2,11
143,2,2
144,2,2
145,2,2
146,2,64
147,2,4
148,2,45
149,2,4
150,3,5
151,3,11
152,3,3
153,3,3
154,3,5
155,3,3
156,3,179
157,3,16
158,3,3
159,3,39
160,3,5
161,3,40
162,3,182
163,3,89
164,3,3
165,3,3
166,3,192
167,3,178
168,3,3
169,3,4
170,3,6
171,3,113
172,3,6
173,3,7
174,3,2
175,3,178
176,3,6
177,3,89
178,3,17
179,3,10
180,3,38
181,3,48
182,3,189
183,3,3
184,3,3
185,3,177
186,3,2
187,3,5
188,3,3
189,3,17
190,3,199
191,3,0
192,3,39
193,3,16
194,3,56
195,3,3
196,3,3
197,3,136
198,3,14
199,3,39
200,4,4
201,4,4
202,4,111
203,4,4
204,4,4
205,4,91
206,4,81
207,4,15
208,4,147
209,4,199
210,4,3
211,4,2
212,4,4
213,4,4
214,4,197
215,4,4
216,4,96
217,4,4
218,4,198
219,4,4
220,4,4
221,4,20
222,4,10
223,4,96
224,4,4
225,4,4
226,4,23
227,4,182
228,4,198
229,4,34
230,4,152
231,4,4
232,4,115
233,4,4
234,4,172
235,4,4
236,4,4
237,4,195
238,4,4
239,4,198
240,4,5
241,4,78
242,4,4
243,4,4
244,4,70
245,4,19
246,4,46
247,4,52
248,4,137
249,4,198
250,5,54
251,5,57
252,5,5
253,5,46
254,5,122
255,5,130
256,5,139
257,5,5
258,5,3
259,5,3
260,5,34
261,5,52
262,5,48
263,5,5
264,5,152
265,5,7
266,5,30
267,5,154
268,5,28
269,5,61
270,5,39
271,5,123
272,5,15
273,5,59
274,5,5
275,5,88
276,5,148
277,5,35
278,5,104
279,5,34
280,5,19
281,5,114
282,5,2
283,5,15
284,5,5
285,5,52
286,5,198
287,5,40
288,5,103
289,5,41
290,5,119
291,5,89
292,5,52
293,5,195
294,5,2
295,5,47
296,5,5
297,5,43
298,5,7
299,5,3
300,6,6
301,6,160
302,6,6
303,6,4
304,6,5
305,6,6
306,6,6
307,6,6
308,6,6
309,6,6
310,6,6
311,6,6
312,6,6
313,6,6
314,6,6
315,6,6
316,6,117
317,6,6
318,6,11
319,6,6
320,6,40
321,6,6
322,6,6
323,6,10
324,6,196
325,6,6
326,6,6
327,6,6
328,6,30
329,6,6
330,6,66
331,6,6
332,6,6
333,6,195
334,6,49
335,6,4
336,6,17
337,6,6
338,6,6
339,6,162
340,6,149
341,6,190
342,6,6
343,6,6
344,6,6
345,6,6
346,6,38
347,6,6
348,6,181
349,6,134
350,7,30
351,7,41
352,7,9
353,7,199
354,7,9
355,7,40
356,7,51
357,7,155
358,7,10
359,7,13
360,7,7
361,7,3
362,7,4
363,7,8
364,7,2
365,7,7
366,7,5
367,7,67
368,7,10
369,7,24
370,7,185
371,7,8
372,7,41
373,7,20
374,7,91
375,7,48
376,7,84
377,7,8
378,7,9
379,7,7
380,7,43
381,7,41
382,7,9
383,7,42
384,7,9
385,7,3
386,7,20
387,7,15
388,7,9
389,7,7
390,7,42
391,7,15
392,7,7
393,7,7
394,7,5
395,7,7
396,7,7
397,7,7
398,7,31
399,7,181
400,8,8
401,8,8
402,8,8
403,8,41
404,8,7
405,8,41
406,8,7
407,8,19
408,8,40
409,8,8
410,8,8
411,8,7
412,8,8
413,8,8
414,8,168
415,8,2
416,8,8
417,8,37
418,8,8
419,8,8
420,8,63
421,8,101
422,8,9
423,8,38
424,8,8
425,8,8
426,8,3
427,8,8
428,8,8
429,8,8
430,8,8
431,8,39
432,8,8
433,8,8
434,8,8
435,8,9
436,8,8
437,8,8
438,8,8
439,8,8
440,8,9
441,8,37
442,8,8
443,8,8
444,8,8
445,8,8
446,8,160
447,8,8
448,8,8
449,8,8
450,9,17
451,9,9
452,9,9
453,9,9
454,9,9
455,9,9
456,9,9
457,9,20
458,9,9
459,9,8
460,9,31
461,9,52
462,9,1
463,9,8
464,9,10
465,9,119
466,9,50
467,9,9
468,9,19
469,9,9
470,9,7
471,9,12
472,9,17
473,9,86
474,9,9
475,9,9
476,9,9
477,9,9
478,9,181
479,9,136
480,9,11
481,9,9
482,9,125
483,9,9
484,9,1
485,9,18
486,9,7
487,9,9
488,9,5
489,9,9
490,9,161
491,9,7
492,9,150
493,9,38
494,9,41
495,9,26
496,9,33
497,9,9
498,9,9
499,9,195
500,10,181
501,10,87
502,10,10
503,10,10
504,10,8
505,10,10
506,10,99
507,10,1
508,10,7
509,10,41
510,10,162
511,10,151
512,10,39
513,10,168
514,10,10
515,10,180
516,10,41
517,10,42
518,10,16
519,10,15
520,10,40
521,10,10
522,10,15
523,10,122
524,10,122
525,10,2
526,10,43
527,10,11
528,10,7
529,10,10
530,10,44
531,10,10
532,10,16
533,10,99
534,10,7
535,10,39
536,10,5
537,10,24
538,10,10
539,10,169
540,10,10
541,10,139
542,10,10
543,10,10
544,10,16
545,10,159
546,10,44
547,10,152
548,10,10
549,10,10
550,11,72
551,11,11
552,11,63
553,11,22
554,11,11
555,11,51
556,11,11
557,11,14
558,11,22
559,11,22
560,11,6
561,11,48
562,11,11
563,11,122
564,11,11
565,11,11
566,11,117
567,11,56
568,11,11
569,11,81
570,11,20
571,11,7
572,11,20
573,11,20
574,11,48
575,11,91
576,11,28
577,11,11
578,11,35
579,11,11
580,11,84
581,11,34
582,11,11
583,11,11
584,11,134
585,11,37
586,11,11
587,11,11
588,11,11
589,11,11
590,11,119
591,11,74
592,11,11
593,11,15
594,11,11
595,11,11
596,11,11
597,11,11
598,11,80
599,11,48
600,12,12
601,12,12
602,12,12
603,12,176
604,12,54
605,12,2
606,12,12
607,12,12
608,12,12
609,12,3
610,12,32
611,12,105
612,12,26
613,12,12
614,12,124
615,12,12
616,12,12
617,12,47
618,12,54
619,12,129
620,12,12
621,12,80
622,12,67
623,12,12
624,12,12
625,12,3
626,12,12
627,12,15
628,12,123
629,12,12
630,12,12
631,12,12
632,12,12
633,12,32
634,12,55
635,12,12
636,12,62
637,12,54
638,12,119
639,12,54
640,12,34
641,12,12
642,12,30
643,12,136
644,12,51
645,12,55
646,12,33
647,12,12
648,12,12
649,12,82
650,13,23
651,13,13
652,13,196
653,13,104
654,13,3
655,13,13
656,13,23
657,13,13
658,13,54
659,13,23
660,13,23
661,13,23
662,13,13
663,13,13
664,13,195
665,13,13
666,13,13
667,13,196
668,13,117
669,13,13
670,13,148
671,13,72
672,13,13
673,13,13
674,13,152
675,13,23
676,13,13
677,13,187
678,13,23
679,13,13
680,13,117
681,13,13
682,13,13
683,13,13
684,13,13
685,13,196
686,13,148
687,13,13
688,13,13
689,13,13
690,13,23
691,13,13
692,13,13
693,13,13
694,13,13
695,13,46
696,13,13
697,13,13
698,13,13
699,13,13
700,14,14
701,14,14
702,14,144
703,14,14
704,14,14
705,14,14
706,14,14
707,14,14
708,14,196
709,14,34
710,14,196
711,14,14
712,14,14
713,14,33
714,14,14
715,14,183
716,14,14
717,14,46
718,14,14
719,14,6
720,14,14
721,14,182
722,14,56
723,14,183
724,14,14
725,14,14
726,14,14
727,14,14
728,14,14
729,14,5
730,14,196
731,14,14
732,14,40
733,14,134
734,14,3
735,14,14
736,14,14
737,14,14
738,14,14
739,14,3
740,14,14
741,14,196
742,14,62
743,14,14
744,14,14
745,14,148
746,14,62
747,14,14
748,14,13
749,14,14
750,15,188
751,15,10
752,15,15
753,15,15
754,15,2
755,15,103
756,15,15
757,15,47
